"pitching.Season","pitching.Name","pitching.injury_lagged","residuals.reg.24.","residuals.reg.24..type....pearson..","hatvalues.reg.24."
2014,"LUCAS HARRELL",0,-0.226066137365482,-0.160879534148858,0.0292793116949386
2014,"DAN HAREN",0,-0.870366594820204,-0.678590916122188,0.0147063538255444
2014,"CESAR JIMENEZ",0,-0.384412059250275,-0.276919476330212,0.00414365155708315
2014,"TOMMY HUNTER",0,-1.32499645470389,-1.18558859935349,0.028591068725131
2014,"BUDDY CARLYLE",1,1.71578017910731,1.83241042353549,0.00738419373754709
2014,"GIO GONZALEZ",0,-1.14855926831227,-0.966440555863917,0.0161001443627401
2014,"ROBERTO HERNANDEZ",0,-0.831378916625757,-0.642519214933894,0.0114851658294307
2014,"MIKE DUNN",0,-0.786217267547429,-0.601794049510613,0.00436109567508815
2014,"JOAQUIN BENOIT",0,-0.963129147862296,-0.76819205556855,0.00460476774930819
2014,"TREVOR ROSENTHAL",0,-0.768717293338076,-0.586300738815674,0.00818503510136596
2014,"JASON MOTTE",1,1.32113592984215,1.18040857105359,0.0161001165355046
2014,"BRAD HAND",0,-0.575296580749715,-0.424220455791418,0.0236929222774428
2014,"BRUCE CHEN",0,-0.570566271801891,-0.420439599107991,0.0176219091848892
2014,"BOONE LOGAN",1,1.79917485727133,2.01136582144782,0.00205325409845522
2014,"VIN MAZZARO",0,-0.537128602508965,-0.393925103411142,0.00413743423683081
2014,"STEVE CISHEK",0,-0.769558726407693,-0.5870421471391,0.00252492989786319
2014,"JUSTIN GRIMM",1,1.56906719688159,1.5571140956118,0.00406074725320377
2014,"BRAD PENNY",0,-0.718077754603427,-0.54231268791073,0.00997914459309902
2014,"KEVIN JEPSEN",0,-0.7351473164766,-0.557004225926432,0.00586924076498555
2014,"WADE DAVIS",0,-0.894695627868607,-0.701557536763989,0.00640967124405132
2014,"TIM HUDSON",1,1.51281438690271,1.46296069263584,0.0124278679335357
2014,"JEURYS FAMILIA",0,-0.785410524198495,-0.601076378391884,0.00614910872792439
2014,"JOHN AXFORD",0,-0.524555162715877,-0.384047422084005,0.00544445230348682
2014,"ESMIL ROGERS",0,-0.860600833970002,-0.669472532039952,0.00965361870971746
2014,"MATT BELISLE",1,1.65699660344888,1.71652544256413,0.00245040368451971
2014,"KELVIN HERRERA",0,-0.986454298872285,-0.791636276026123,0.00800980028686647
2014,"ADAM WARREN",0,-0.54633989079909,-0.401192980830523,0.0438590648246519
2014,"MATT GARZA",1,1.48378347708013,1.41654172997139,0.00440884566848556
2014,"JUNICHI TAZAWA",0,-1.05053859535131,-0.858139203366935,0.00837043537396468
2014,"PAUL MAHOLM",0,-0.497105683169796,-0.362649325259907,0.00428977164619593
2014,"DAVID ROBERTSON",0,-0.671131887567903,-0.502577840314737,0.0017579723598345
2014,"ZACH DUKE",0,-0.712178809999539,-0.537266575918707,0.00604179295808779
2014,"CHARLIE MORTON",1,1.38999076301855,1.2757395483206,0.011725109934245
